i***o,tmall,5.66677E+11,2018/7/25 11:04,,安装很简单，送的撬杠很好用走线也方便，用起来确实很不错，语音控制比较方便，导航听歌什么的直接呼叫小爱同学。在车里媳妇和宝宝不停地小爱同学小爱同学的叫着高兴的很，行车记录仪非常清楚还有语音提醒，唯一有点不方便的就是长度有点长了，使用遮光板的时候回有些阻挡。总体来说很不错。,,,,https://detail.tmall.com/item.htm?id=566676754659
t***5,tmall,5.66677E+11,2018/7/24 7:34,,小米加油,,,,https://detail.tmall.com/item.htm?id=566676754659
s***0,tmall,5.66677E+11,2018/7/23 7:55,,用起来还不错，就是小爱同学聊天比较傻,,,,https://detail.tmall.com/item.htm?id=566676754659
x***7,tmall,5.66677E+11,2018/7/22 20:05,,7.9抢到的，价格比较实惠，调戏小爱同学也是一大亮点，雷布斯的产品，性价比真的不错,,,,https://detail.tmall.com/item.htm?id=566676754659
睿***印,tmall,5.66677E+11,2018/7/22 0:59,,非常好！物有所值！如果记录仪摄像头像素做到更高一些，音乐用的是酷狗就更完美了！支持小米！全五星好评！,,,,https://detail.tmall.com/item.htm?id=566676754659
小***斯,tmall,5.66677E+11,2018/7/21 16:10,,满意，好使。,,,,https://detail.tmall.com/item.htm?id=566676754659
雅***g,tmall,5.66677E+11,2018/7/20 22:04,,这个给一颗心是因为外观不错。但真特么神烦！激活卡，下载一个app，链接手机再下载一个app，然后各种个人信息输入。就一行车记录仪，你要这么多个人信息干嘛？！输一半已经不想要了，送人！这个科技时代发明了好东西却越多个人信息输出，还麻烦人，已经不是科技为人服务，对小米失望！必须差评！,,,,https://detail.tmall.com/item.htm?id=566676754659
无***8,tmall,5.66677E+11,2018/7/20 12:36,,车载版小爱同学没有想象中的那么灵性，不过还好。买的有小米的车载充电器，电源没有接到点烟器上，自己找地方接的，接的时候要注意点烟器插头上是有变压器的，不要轻易剪掉，变压器是变压到5V的。装的时候很简单，零基础就可以，虽然我是个修车工?,,,,https://detail.tmall.com/item.htm?id=566676754659
f***0,tmall,5.66677E+11,2018/7/20 10:27,,小爱的声音变了，使用方便不错。,,,,https://detail.tmall.com/item.htm?id=566676754659
起***难,tmall,5.66677E+11,2018/7/16 21:30,,作为米粉，米家客服不用说的，买后的后期维护这次我就真的不敢恭维了。机器功能没得说，也可能是因为自己确实喜欢米家的风格，但是可能是因为我运气不好吧，机子出现了糊味，一直和客服沟通，最后终于送回维修，后来告诉我没有检测出问题，又邮回来了，插上使用，依然糊味很大，我就又买了个360摄像头，专门对着米家后视镜，我怕等哪天它自燃了，把我车给毁了，我至少有个证据能够证明这一个后视镜真的是有问题。喜欢米家的东西，但是也希望你可以让我一直喜欢下去。,,,,https://detail.tmall.com/item.htm?id=566676754659
绝***店,tmall,5.66677E+11,2018/7/15 22:25,,安上了，非常好，有意识，感慨科技的进步,,,,https://detail.tmall.com/item.htm?id=566676754659
明***1,tmall,5.66677E+11,2018/7/15 12:46,,一直信赖小米，哈哈哈哈哈哈哈哈哈还好还好哈哈哈哈哈哈哈哈哈哈哈哈还好还好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好哈呵呵还好还好还好哈哈哈哈哈哈哈哈哈哈该好好还好还好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好呵呵哈哈,,,,https://detail.tmall.com/item.htm?id=566676754659
b***5,tmall,5.66677E+11,2018/7/14 18:19,,差了个倒车雷达，有就好了,,,,https://detail.tmall.com/item.htm?id=566676754659
t***0,tmall,5.66677E+11,2018/7/12 19:18,,可以，页面一般,,,,https://detail.tmall.com/item.htm?id=566676754659
c***2,tmall,5.66677E+11,2018/7/11 13:00,,买完就便宜啦。。,,,,https://detail.tmall.com/item.htm?id=566676754659
t***5,tmall,5.66677E+11,2018/7/8 19:37,,这个用几天了，小爱很给力，这是有两个同事用说不错，才推荐给我的，我用也挺好！,,,,https://detail.tmall.com/item.htm?id=566676754659
d***i,tmall,5.66677E+11,2018/7/8 11:53,,首先，小米是家好公司。 我正式身份证到期，正式身份证补办需要一个月的等待时间，目前拿的是临时身份证。 然后，米连卡开通的app不认临时身份证，这也在情理之中。 但是致电客服回复我说没有其他任何途径激活米连卡，也不打算上报这个特性。最后让我等正式身份证下来再激活。。也就是大约半个月后我拿到身份证我才能激活 故3星好评,,,,https://detail.tmall.com/item.htm?id=566676754659
b***8,tmall,5.66677E+11,2018/7/5 22:25,,物流超快，昨天下单，今天到。。。。装上再说。,,,,https://detail.tmall.com/item.htm?id=566676754659
法***3,tmall,5.66677E+11,2018/7/1 18:04,,物流真的好快啊,,,,https://detail.tmall.com/item.htm?id=566676754659
我***丶,tmall,5.66677E+11,2018/6/29 22:34,,挺好用的，不错，希望一直好用,,,,https://detail.tmall.com/item.htm?id=566676754659
猫***s,tmall,5.66677E+11,2018/6/29 0:32,,感觉很棒,,,,https://detail.tmall.com/item.htm?id=566676754659
冰***5,tmall,5.66677E+11,2018/6/28 14:22,,特别喜欢,,,,https://detail.tmall.com/item.htm?id=566676754659
那***水,tmall,5.66677E+11,2018/6/28 12:34,,小米的这款很不错，非常灵活。之前买了其他品牌的，反应太慢，导航半天没反应,,,,https://detail.tmall.com/item.htm?id=566676754659
c***4,tmall,5.66677E+11,2018/6/28 9:41,,整体感觉功能缺陷确实很多。,,,,https://detail.tmall.com/item.htm?id=566676754659
米***9,tmall,5.66677E+11,2018/6/27 22:56,,老公很喜欢，非常方便，也是被同事种草了！,,,,https://detail.tmall.com/item.htm?id=566676754659
肖***智,tmall,5.66677E+11,2018/6/23 22:54,,好看，五分好评！！,,,,https://detail.tmall.com/item.htm?id=566676754659
y***l,tmall,5.66677E+11,2018/6/22 18:24,,真心不错。一下子让驾车有了乐趣。,,,,https://detail.tmall.com/item.htm?id=566676754659
l***e,tmall,5.66677E+11,2018/6/22 8:45,,莫得后摄像头，自己买麻烦，卡自己买麻烦，包装不是很好，在纸箱子里晃来晃去，看看别人家的包装，质量用一段时间才知道，,,,,https://detail.tmall.com/item.htm?id=566676754659
t***9,tmall,5.66677E+11,2018/6/22 8:36,,此用户没有填写评论!,有的内存卡识别不了,2018/6/24 19:25,9,https://detail.tmall.com/item.htm?id=566676754659
树***g,tmall,5.66677E+11,2018/6/20 17:40,,接收语音有时不太准，可能必须讲标准普通话，希望能改进，想买后摄像头还没上市。,,,,https://detail.tmall.com/item.htm?id=566676754659
大***李,tmall,5.66677E+11,2018/6/19 14:34,,因为是米粉，所以必须五星！但是有个问题，SD卡一直报错，无法使用。手机格式化了，还不行。,,,,https://detail.tmall.com/item.htm?id=566676754659
王***爹,tmall,5.66677E+11,2018/6/18 1:42,,超乎我意料的好 不过没有流量小爱听不懂人说什么,,,,https://detail.tmall.com/item.htm?id=566676754659
x***p,tmall,5.66677E+11,2018/6/17 11:09,,宝贝不错，安装过程小坎坷！升级后搞定！官方售卖时能有个说明更好！,,,,https://detail.tmall.com/item.htm?id=566676754659
神***猪,tmall,5.66677E+11,2018/6/16 21:56,,挺好的，就看质量如何了,,,,https://detail.tmall.com/item.htm?id=566676754659
5***y,tmall,5.66677E+11,2018/6/15 21:00,,收到这个产品的时候我是很喜欢的，功能非常适合，后视镜导航，解放手机，还有智能语音，车道偏离提醒，行车轨迹，停车拍照这些功能都很好，很实用。但是我为什么给差评呢，功能不错，最基本的反而做的不好，同步通讯录同步不了，刚开始就不行，想着这个功能用的不多，就算了，后来连接蓝牙都连不上，手机重启，后视镜恢复出厂设置，软件卸载再下载都没用，连上去之后关闭蓝牙再打开又连不上，见下图,,,,https://detail.tmall.com/item.htm?id=566676754659
小***3,tmall,5.66677E+11,2018/6/15 19:34,,差，太差买回来才11天，线就坏，叫他们重新发一条，她们有说没有单独的电源线，请大家注意点。我上当了,,,,https://detail.tmall.com/item.htm?id=566676754659
t***8,tmall,5.66677E+11,2018/6/12 11:42,,此用户没有填写评论!,小米的产品棒棒的，挺好用，功能强大，在路上难免会吵就是声音小了点，,2018/7/11 8:35,43,https://detail.tmall.com/item.htm?id=566676754659
t***9,tmall,5.66677E+11,2018/6/11 21:18,,此用户没有填写评论!,最后悔的一次购物，新买的车路不熟，本来打算买个导航解决这个问题，看小米这款介绍的挺好，有导航还有倒车影像，结果根本没有倒车影像，导航还得配流量卡，内存卡的，很麻烦，客服说得实名制办个手机卡再买流量包，结果又有一个客服说不用，本身送卡，翻了个遍也没找到这个送的卡，联系客服，说补发，15个工作日之后发。几天之后联系客服问问发没呢，说等着就行，到时候就收到货了，就这么等了一个月，没收到货，再联系客服，就是托词，根本就没发货，这不是骗人吗，让人等了一个月，导航根本就没用上，多次联系，就是拖，请耐心等待，实在受不了了，退货不给退，补发的卡不给发，都是一群什么人啊，还有没有地方说理了，请看到的朋友给出出主意，真不知道怎么办好了，隔着网络找不到人，拿这群推脱浪费人时间的人没办法啊，真应该有人规范下这群瘾君子,2018/6/20 12:01,23,https://detail.tmall.com/item.htm?id=566676754659
齐***z,tmall,5.66677E+11,2018/6/11 10:01,,份量稍微有一些重了，操作还是很方便的，长度相对比较长，可能会挡住一点前面的视线,,,,https://detail.tmall.com/item.htm?id=566676754659
a***4,tmall,5.66677E+11,2018/6/10 14:48,,此用户没有填写评论!,用了一段时间，语音控制完全不能用了，悲哀！,2018/6/25 11:36,29,https://detail.tmall.com/item.htm?id=566676754659
z***3,tmall,5.66677E+11,2018/6/9 19:32,,还行吧，系统还是有带眼镜一步更新,,,,https://detail.tmall.com/item.htm?id=566676754659
n***g,tmall,5.66677E+11,2018/6/8 17:19,,此用户没有填写评论!,我只想说，小米家的客服宇宙最差，人都急死了，只会喊亲！根本不会解决问题！业务极其不熟，交流起来极其费力，我要投诉！以后不会再买小米家的产品了！,2018/7/30 21:53,67,https://detail.tmall.com/item.htm?id=566676754659
孛***9,tmall,5.66677E+11,2018/6/7 21:30,,先用用然后  再追平,,,,https://detail.tmall.com/item.htm?id=566676754659
z***0,tmall,5.66677E+11,2018/6/7 7:04,,非常好，但还需加强一下系统的完整性,,,,https://detail.tmall.com/item.htm?id=566676754659
s***a,tmall,5.66677E+11,2018/6/4 13:56,,语音识别还是不够好，经常要导航的地名听不见或者听不对，有些着急。,,,,https://detail.tmall.com/item.htm?id=566676754659
初***部,tmall,5.66677E+11,2018/5/31 15:39,,快递米卡掉了，有点不开心。,,,,https://detail.tmall.com/item.htm?id=566676754659
b***g,tmall,5.66677E+11,2018/5/31 11:29,,很好用，速度也快,,,,https://detail.tmall.com/item.htm?id=566676754659
a***e,tmall,5.66677E+11,2018/5/29 10:19,,相当满意 相当满意,,,,https://detail.tmall.com/item.htm?id=566676754659
j***m,tmall,5.66677E+11,2018/5/27 22:10,,体验不错，装了以后车子有了很强的科技感,,,,https://detail.tmall.com/item.htm?id=566676754659
冯***s,tmall,5.66677E+11,2018/5/27 7:08,,一层膜害我以为触摸屏是坏的，撕了就能点了，客服懂的也不多，全靠自己摸索，东西还不错，物流很快,,,,https://detail.tmall.com/item.htm?id=566676754659
k***3,tmall,5.66677E+11,2018/5/26 15:47,,小爱同学很好！！！,,,,https://detail.tmall.com/item.htm?id=566676754659
d***1,tmall,5.66677E+11,2018/5/26 15:03,,东西可以，售后垃圾，要买的想清楚,,,,https://detail.tmall.com/item.htm?id=566676754659
o***0,tmall,5.66677E+11,2018/5/24 20:48,,导航不好用 用下来就那样 已经退货了,,,,https://detail.tmall.com/item.htm?id=566676754659
小***7,tmall,5.66677E+11,2018/5/24 20:41,,死机，并且小爱同学不太管用，不值这个价钱，不建议购买，可以去看看360的行车记录仪,,,,https://detail.tmall.com/item.htm?id=566676754659
d***f,tmall,5.66677E+11,2018/5/23 14:07,,东西还不错，发货也挺快,,,,https://detail.tmall.com/item.htm?id=566676754659
李***d,tmall,5.66677E+11,2018/5/23 10:35,,米粉，还是不错的，只是sim卡只有4G卡可用。另外，屏保有时间及网络信号显示却无星期几显示，是否可以增加&ldquo;星期几&rdquo;的显示？那样就更完美了,使用愉快之中突然遇到一个问题，记录仪广播频率现在不能自主调节改变，而记录仪固定频率恰恰与本地频率一模一样，结果嘛你懂的，期待改进中，想必这对米家工程师来说，应该不成问题的,2018/6/1 10:25,8,https://detail.tmall.com/item.htm?id=566676754659
想***耶,tmall,5.66677E+11,2018/5/23 9:57,,这个怎么说呢，录制还蛮清楚的，沟通有点困难????，不过功能很够用，,,,,https://detail.tmall.com/item.htm?id=566676754659
l***4,tmall,5.66677E+11,2018/5/22 22:49,,货已经收到，改天找师傅安装。,,,,https://detail.tmall.com/item.htm?id=566676754659
a***2,tmall,5.66677E+11,2018/5/21 13:31,,为什么没有一个专业的售后指导安装 到现在都联系不上,,,,https://detail.tmall.com/item.htm?id=566676754659
s***i,tmall,5.66677E+11,2018/5/21 0:49,,倒车影像需要自己买&amp;安装后摄像头  行车记录仪不是拆包就能用的 需要自己买SD卡 其实我宁愿多添30元钱 商家直接配SD卡 会方便些  听音乐至今不会连接车内音响 问过客服 说开启后会有收音机频道 打开收音机搜索能搜到那个频道 然后连接  不会 有点复杂,另外连网络 我是直接自己手机分享热点 挺容易的 但热点会断开 所以每次开车都需要记得开一次热点  后视镜会反光 影响不大,2018/5/21 0:52,5,https://detail.tmall.com/item.htm?id=566676754659
蓝***魂,tmall,5.66677E+11,2018/5/19 15:58,,后视镜很不错，好用！,,,,https://detail.tmall.com/item.htm?id=566676754659
鸿***s,tmall,5.66677E+11,2018/5/19 13:31,,总体很不错的行车记录仪，就是小爱同学语音识别不是那么灵敏，没有倒车后摄像像头，建议加外置GPS信号会更稳定。,,,,https://detail.tmall.com/item.htm?id=566676754659
c***m,tmall,5.66677E+11,2018/5/17 23:21,,此用户没有填写评论!,小米后视镜摄像头太垃圾了，用了50天就坏了，遇到二脑客服更无语，第一给人差评的。,2018/6/3 16:15,31,https://detail.tmall.com/item.htm?id=566676754659
s***1,tmall,5.66677E+11,2018/5/16 22:22,,不错，市场反馈很好。还没安装，用后再评。,有人问我是不是拖儿，不是拖儿啊，我买了两个，一个后视镜版，一个小的那个，所以放了两个一样的图，下面大的是后视镜版，上面小的是有小傻瓜相机的大小。既然你有疑问，我就一并解答了吧。另外使用体验我也在这里说一下：个人认为后视镜版实用性偏差，影响后视效果，镜头位置不合理，安装以后遮光板使用受限制。小的很好用，安装方便。建议储存用的sd卡能够有个选项实行搭配销售，供消费者选择，省得再购买耽误使用。,2018/5/26 11:42,9,https://detail.tmall.com/item.htm?id=566676754659
施***君,tmall,5.66677E+11,2018/5/16 18:35,,还可以，就不能分屏,,,,https://detail.tmall.com/item.htm?id=566676754659
e***e,tmall,5.66677E+11,2018/5/16 9:32,,安装好了2天就无法正常启动，拿去售后维修等了2个星期说没有权限返厂更换，中间没有一个人联系我是什么情况。现在还要等一个星期，这是什么服务？本以为小米品牌不会发生这些事，怎么现在还有这么烂的服务体系？,5月3日被天猫客服告知最近售后网点的电话，拿去检测，本以为就是电源线的问题，因为主机去检查能正常开机。网点售后过一个多星期告知没有权限处理后视镜的问题，但是他们已经将货发回厂家。再隔一个多星期5月17日被网点售后告知货物被退回，找我要信息。5月25日，北京厂家打电话告知检测一切没有问题，包括电源线也没有问题，在我强烈建议发货返修时间长，请仔细检测电源线的情况下，厂家坚持把货原封不动发回给我，与此同时网点售后向客服申请换货给我回复说同意换货。6月2日，在我再三催货的情况下终于收到我一个月前拿去维修的后视镜，首先在我上直接插点烟器实验开机，没反应；再去我大众帕萨特实验开机，没反应。给网点售后打电话，他们已经帮我订购了一根电源线。6月3日，今天，拿到新的电源线，插我车点烟器，开机，运行正常。就因为一根数据线浪费我一个月的时间，我只想说产品和售后真的就只有这样了吗？我以后如何放心购买和使用你们产品？我只想说以下我的疑问：第一，天猫客服知不知道售后网点没有权限维修后视镜？第二，维修周期这个往返时间需要这么久？没有及时反馈的跟踪和考核机制？第三，厂家的检测标准是什么,2018/6/3 11:32,25,https://detail.tmall.com/item.htm?id=566676754659
z***c,tmall,5.66677E+11,2018/5/14 18:11,,小米出品，必是精品。大爱！！！,,,,https://detail.tmall.com/item.htm?id=566676754659
一***1,tmall,5.66677E+11,2018/5/14 10:17,,大部分时候反应很灵敏，居然还能听懂四川话，很智能了。而且连上了车上的音响，打电话、听音乐非常方便。但是接听电话的时候非常不灵敏，有待改进,,,,https://detail.tmall.com/item.htm?id=566676754659
t***1,tmall,5.66677E+11,2018/5/12 14:34,,此用户没有填写评论!,,,,https://detail.tmall.com/item.htm?id=566676754659
w***9,tmall,5.66677E+11,2018/5/12 10:57,,总体很不错的行车记录仪，集成了小爱同学，智能化程度较高；语音识别率也还不错，解放了双手，可以专心开车了；由于自己手机用的是冰淇淋套餐，所以没用米连卡，办了个小号插记录仪里面，本以为可以直接打电话了，一试才知道只能用流量，打电话功能还是要蓝牙连接手机才能实现！希望系统升级能直接增加通话功能；还有通话时对方反应回音非常大！,,,,https://detail.tmall.com/item.htm?id=566676754659
s***g,tmall,5.66677E+11,2018/5/11 21:18,,差评，收到货才知道需要再买内存卡才能实用，,,,,https://detail.tmall.com/item.htm?id=566676754659
w***绪,tmall,5.66677E+11,2018/5/11 19:29,,相当不错，功能相当强大！乐趣也厉害,,,,https://detail.tmall.com/item.htm?id=566676754659
c***5,tmall,5.66677E+11,2018/5/11 14:17,,挺好用的，其他什么都好，不知道是摄像头像素不行还是屏幕分辨率不行，看着挺模糊,,,,https://detail.tmall.com/item.htm?id=566676754659
t***0,tmall,5.66677E+11,2018/5/10 19:22,,收到了还没用,,,,https://detail.tmall.com/item.htm?id=566676754659
爱***丫,tmall,5.66677E+11,2018/5/9 23:06,,小爱同学的声音是不是变了?挺好玩的行车记录仪，但就是有时会乱报?缺点是没配内存卡，还要单独购买&hellip;&hellip;等用段时间再来追评！,,,,https://detail.tmall.com/item.htm?id=566676754659
某***你,tmall,5.66677E+11,2018/5/8 16:51,,看别人评价说淘宝评价80个字以上可以获得积分，可以涨淘气值。才知道评价的重要性。所以以后不管买什么东西我都会把这段话复制黏贴起来，然后填在宝贝评价里。都挺不错，比自己去实体店方便，价格也美丽，有需要会在来,,,,https://detail.tmall.com/item.htm?id=566676754659
不***我,tmall,5.66677E+11,2018/5/8 14:03,,小爱的声音听着好不舒服呀,,,,https://detail.tmall.com/item.htm?id=566676754659
a***峰,tmall,5.66677E+11,2018/5/6 21:34,,宝贝非常，超出了我的预期，好评,,,,https://detail.tmall.com/item.htm?id=566676754659
y***5,tmall,5.66677E+11,2018/5/4 16:04,,其他都还行，就是链接调频杂音太大，试了很多频率都一样，蓝牙功率特别强！送的数据卡插上去没反应，请问在哪里开通或者注册呢？,,,,https://detail.tmall.com/item.htm?id=566676754659
x***0,tmall,5.66677E+11,2018/5/4 14:41,,宝贝不错，发货也蛮快，依旧很好！,,,,https://detail.tmall.com/item.htm?id=566676754659
k***g,tmall,5.66677E+11,2018/5/4 14:28,,满意!好评!有需要还来!物超所值!,,,,https://detail.tmall.com/item.htm?id=566676754659
w***道,tmall,5.66677E+11,2018/5/3 23:12,,不完美的物品，请大家慎用购买。,,,,https://detail.tmall.com/item.htm?id=566676754659
t***6,tmall,5.66677E+11,2018/5/3 18:10,,一般，性价比不高，用自带的音乐链接车载音响，音质特别差，感觉没必要买，导航还行，就是太分散注意力了，开车特别不安全,,,,https://detail.tmall.com/item.htm?id=566676754659
别***丶,tmall,5.66677E+11,2018/5/3 12:02,,之前自己买过一个，这是帮朋友买的记录仪！！,,,,https://detail.tmall.com/item.htm?id=566676754659
t***3,tmall,5.66677E+11,2018/5/2 11:10,,此用户没有填写评论!,,,,https://detail.tmall.com/item.htm?id=566676754659
红***乎,tmall,5.66677E+11,2018/5/2 9:57,,目前还行，挺高级的,,,,https://detail.tmall.com/item.htm?id=566676754659
我***书,tmall,5.66677E+11,2018/5/1 13:44,,必须要网络，所以要安张卡进去，才方便。导航的时候语音就好，还是不错的,,,,https://detail.tmall.com/item.htm?id=566676754659
c***0,tmall,5.66677E+11,2018/5/1 8:44,,服务一点也不好，回复信息时间也是慢，东西还会死机，没有买之前说送无线网卡，结果送过来的还是空卡,,,,https://detail.tmall.com/item.htm?id=566676754659
c***1,tmall,5.66677E+11,2018/5/1 8:15,,东西还可以，但是机器对于SD卡的要求有点伤脑筋，一开始换了几张卡都不识别，本来都打算联系客服退货了，后来翻看其他人的评价才发现问题，重新买了张SDHC的16G卡就能识别了&hellip;&hellip;建议客服要了解一下，这样再有客户咨询的时候可以直接提示。,,,,https://detail.tmall.com/item.htm?id=566676754659
x***8,tmall,5.66677E+11,2018/4/30 16:04,,小爱同学，不听话。喜马拉雅不能自己选择，流量下的挺快，高德有时误报。屏幕上老点位置有指纹，总体体验不好。,我的评价怎么看不到？说产品有问题是希望小米能意识到缺点，改进！,2018/5/1 7:13,0,https://detail.tmall.com/item.htm?id=566676754659
t***9,tmall,5.66677E+11,2018/4/30 14:12,,小米智能后视镜行车仪功能强大很好用，性价比超高，值得信赖。,,,,https://detail.tmall.com/item.htm?id=566676754659
会***6,tmall,5.66677E+11,2018/4/30 10:04,,这个产品关注很久才下手，市面上暂无同款，到手就及时装上，连接和设置都相当简单，高德车镜版也及时同步，还有导航语音以及离线地图都下载了，个性化的，以及蓝牙音乐试了没问题，最大的遗憾就是不能用后视镜看视频，再者播放音乐只能用酷我，都是不足之处，盼望小米工程师后期能开发后视镜的APP,,,,https://detail.tmall.com/item.htm?id=566676754659
佳***仕,tmall,5.66677E+11,2018/4/30 6:16,,此用户没有填写评论!,真的差劲，之前也用过不少小米的东西，都没什么问题的，就这后视镜特么还要抢的，这下尴尬了，抢回来，问题多多，有时叫了没反应，一下死机，一下白平，在高速上用着用着就卡住了。重启都没用。火大了还过了7天不能退,2018/5/8 12:15,23,https://detail.tmall.com/item.htm?id=566676754659
0***0,tmall,5.66677E+11,2018/4/28 17:38,,此用户没有填写评论!,4月2号才买的，1个多月就坏了，啥反应都没有，售后网点80公里开外，就这质量，小米下月还要港交所上市？还啥玩意独角兽？,2018/6/2 18:28,50,https://detail.tmall.com/item.htm?id=566676754659
n***4,tmall,5.66677E+11,2018/4/28 10:24,,此用户没有填写评论!,东西挺好的，基本上是一个后视镜形状的定制版智能手机。目前最大的用处是行车记录仪功能，所以我想请问下能不能给添加个功能使屏幕可以上下翻转啊，这样在左行的国家就可以把摄像头对到正面了?。,2018/5/5 0:00,21,https://detail.tmall.com/item.htm?id=566676754659
