,itemID,title,price,itemDetail,itemLink
10,561869766169,新款超高清汽车行车记录仪单双镜头夜视全景广角迷你电子狗一体机,168.00 - 338.00,CCC证书编号:?主镜头光圈:?F2.0品牌:?鑫诠型号:?G300套餐:?套餐一 套餐二 套餐三 套餐四安装类型:?迷你影像分辨率:?1080p拍照像素:?1800万及以上摄像像素:?1800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?1黑色屏幕尺寸:?2.7英寸功能:?夜视加强 夜视补光 循环录像 移动侦测 倒车影像 停车监控 固定测速 流动测速 碰撞感应 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=561869766169
11,567482957351,小米行车记录仪超高清夜视70迈智能声控单镜头1080P无线迷你一体,376.00 - 690.00,"主镜头光圈:?F2.2品牌:?Xiaomi/小米型号:?Midrive D01套餐:?官方标配安装类型:?迷你机影像分辨率:?1080p拍照像素:?200万摄像像素:?200万画面视角:?130°运行内存:?512MB镜头数量:?单镜头颜色分类:?官方标配（无内存卡） 套餐一：标配+16G专用内存卡 套餐二：标配+32G专用内存卡 套餐三：标配+64G专用内存卡 套餐四：标配+降压线 套餐五：标配+16G卡+降压线 套餐六：标配+32G卡+降压线 套餐七: 标配+64G卡+降压线屏幕尺寸:?不带屏幕功能:?夜视加强 循环录像 画面畸形修正 WIFI 短视频分享 碰撞感应 智能声控,微信接人,FM发射",https://item.taobao.com/item.htm?id=567482957351
12,571946780901,大众日产丰田本田现代别克荣威奔驰宝马奥迪斯柯达行车记录仪专用,556.00 - 1856.00,CCC证书编号:?主镜头光圈:?F1.8品牌:?麦虫型号:?NB02-专车专用套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七安装类型:?专车专用影像分辨率:?1080p拍照像素:?1200万摄像像素:?213万画面视角:?156°运行内存:?2GB镜头数量:?单镜头颜色分类:?奔驰/宝马/奥迪 大众/别克/福特 日产/本田/丰田 现代/起亚/标志 路虎/捷豹/讴歌 马自达/MG/海马 吉利/长安/宝骏 五菱/奇瑞/江淮 东南/启辰/猎豹 哈弗/荣威/众泰 比亚迪//雪铁龙 斯柯达//雪佛兰 雷克萨斯/玛莎拉蒂 凯迪拉克/英菲尼迪 广汽传祺/北汽幻速 东风风行/东风风光 保时捷/Jeep/沃尔沃 更多车型请拍此套餐屏幕尺寸:?不带屏幕功能:?夜视加强 循环录像 微光夜视加强 画面畸形修正 移动侦测 WIFI 停车监控 短视频分享 碰撞感应 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=571946780901
13,567334843228,安卓大屏导航USB行车记录仪1080P星光高清夜视自带ADAS预警电子狗,89.00 - 258.00,主镜头光圈:?F2.0品牌:?影优型号:?Y8套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型:?中控式影像分辨率:?1080p拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?夜视加强 循环录像 画面畸形修正 移动侦测 WIFI 倒车影像 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 疲劳驾驶提醒 碰撞感应 行人防撞预警 轨道偏移预警 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=567334843228
14,569660711620,领克01行车记录仪原厂专用隐藏式高清夜视新款汽车车载监控电子狗,780.00 - 880.00,CCC证书编号:?主镜头光圈:?F2.2品牌:?车可视型号:?领克行车记录仪套餐:?官方标配 套餐一 套餐二 套餐三安装类型:?专车专用影像分辨率:?1296P拍照像素:?1500万摄像像素:?1500万画面视角:?170°运行内存:?2GB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?夜视加强 循环录像 WIFI 停车监控 碰撞感应,https://item.taobao.com/item.htm?id=569660711620
15,573124175136,新款流媒体行车记录仪24小时专车专用全景汽车载智能后视镜一体机,2396.00 - 3338.00,"CCC证书编号:?主镜头光圈:?F2.0品牌:?路探型号:?K930套餐:?官方标配 套餐一 套餐二 套餐三安装类型:?专车专用影像分辨率:?1080p拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?16MB镜头数量:?双镜头颜色分类:?K920 K930屏幕尺寸:?9.88英寸功能:?夜视加强 夜视补光 循环录像 微信查车，智能声控，微信接人，违章查询，FM发射， 微光夜视加强 画面畸形修正 移动侦测 GPS定位 GPS导航 WIFI 上网 倒车影像 停车监控 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 流动测速 疲劳驾驶提醒 短视频分享 碰撞感应 蓝牙 行人防撞预警 轨道偏移预警 限速标志提醒 手势感应拍照 消除错误码 前后录像 前后双镜头 智能声控,微信接人,FM发射",https://item.taobao.com/item.htm?id=573124175136
16,570460460638,新款凌度?行车记录仪流媒体后视镜无光夜视高清双镜头电子狗全景,349.00 - 539.00,CCC证书编号:?主镜头光圈:?F2.0品牌:?凌度型号:?990套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型:?后视镜影像分辨率:?1296P拍照像素:?800万摄像像素:?1200万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?5英寸功能:?夜视加强 循环录像 微光夜视加强 移动侦测 倒车影像 停车监控 变道辅助 固定测速 流动测速 碰撞感应 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=570460460638
17,566582867367,大小货车12V24V行车记录仪高清夜视双镜头前后双录倒车影像一体机,338.00 - 548.00,CCC证书编号:?主镜头光圈:?F2.0品牌:?Weigav/为佳型号:?D700套餐:?套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型:?中控式影像分辨率:?1080p拍照像素:?1200万摄像像素:?800万画面视角:?170°运行内存:?3G镜头数量:?双镜头颜色分类:?货车升级款屏幕尺寸:?7英寸功能:?夜视加强 夜视补光 循环录像 微光夜视加强 移动侦测 倒车影像 停车监控 碰撞感应 消除错误码 车牌水印 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=566582867367
18,543765804129,车载高清1080P后视镜汽车行车记录仪广角 循环录像 保险车险礼品,44.00 - 99.00,主镜头光圈:?F2.0品牌:?中性型号:?606套餐:?官方标配 套餐一 套餐二 套餐三 套餐四安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?300万画面视角:?120°运行内存:?2GB镜头数量:?单镜头颜色分类:?黑色 天蓝色 蓝色屏幕尺寸:?2.4英寸功能:?夜视补光 循环录像 停车监控,https://item.taobao.com/item.htm?id=543765804129
19,526464949581,丰田18款八代凯美瑞雷凌皇冠卡罗拉荣放普拉多汉兰达行车记录仪,488.00 - 758.00,CCC证书编号:?产品名称:?FiTCAM/智看 HD2主镜头光圈:?F1.6品牌:?FiTCAM/智看型号:?HD2套餐:?官方标配 套餐一 套餐二 套餐三安装类型:?专车专用影像分辨率:?1080p拍照像素:?1200万摄像像素:?200万画面视角:?170°运行内存:?2GB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?循环录像 移动侦测 WIFI 停车监控 短视频分享 碰撞感应,https://item.taobao.com/item.htm?id=526464949581
20,571602104591,新款10寸4G流媒体全屏高清夜视双镜头导航电子狗行车记录仪后视镜,379.00 - 1039.00,"CCC证书编号:?主镜头光圈:?F2.0品牌:?Phisung/菲星型号:?E08套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型:?后视镜影像分辨率:?1296P拍照像素:?1800万摄像像素:?1600万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?9.88英寸功能:?夜视加强 夜视补光 循环录像 微信查车，智能声控，微信接人，违章查询，FM发射， 微光夜视加强 画面畸形修正 移动侦测 GPS定位 GPS导航 WIFI 上网 倒车影像 停车监控 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 开灯提醒 流动测速 疲劳驾驶提醒 短视频分享 碰撞感应 蓝牙 行人防撞预警 轨道偏移预警 限速标志提醒 手势感应拍照 消除错误码 车牌水印 前后录像 前后双镜头 智能声控,微信接人,FM发射",https://item.taobao.com/item.htm?id=571602104591
21,566274693634,星光夜视高清usb行车记录仪安卓大屏导航专用记录仪摄像头ADAS,118.00 - 304.00,主镜头光圈:?F1.8品牌:?烽途者型号:?F8套餐:?官方标配 套餐一 套餐二 套餐三安装类型:?迷你影像分辨率:?1080p拍照像素:?1200万摄像像素:?800万画面视角:?170°运行内存:?无镜头数量:?双镜头颜色分类:?请注意，原厂屏和普通导航不可用 星光夜视锌合金（推荐） 前后双录星光夜视锌合金 前右双录版 1080P星光夜视锌合金屏幕尺寸:?不带屏幕功能:?夜视加强 循环录像 微光夜视加强 倒车影像 前车碰撞预警 前车起步提醒 前车车距侦测 变道辅助 固定测速 轨道偏移预警 限速标志提醒 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=566274693634
22,560144994169,大小货车行车记录仪12v24v超高清夜视前后双镜头带倒车影像一体机,338.00 - 548.00,CCC证书编号:?产品名称:?Weigav/为佳 U5S主镜头光圈:?F2.0品牌:?Weigav/为佳型号:?U5S套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型:?中控式影像分辨率:?1080p拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?3G镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?7英寸功能:?夜视加强 循环录像 微光夜视加强 画面畸形修正 移动侦测 倒车影像 停车监控 碰撞感应 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=560144994169
23,568226390632,汽车行车记录仪单双镜头高清全景车载测速带电子狗倒车影像一体机,198.00 - 358.00,CCC证书编号:?主镜头光圈:?F2.0品牌:?鑫诠型号:?T2套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1800万及以上摄像像素:?1800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?带电子狗 不带电子狗屏幕尺寸:?4.3英寸功能:?夜视加强 夜视补光 循环录像 移动侦测 GPS定位 倒车影像 停车监控 固定测速 流动测速 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=568226390632
24,570931994258,红外夜视大小货车专用行车记录仪12v24v高清双镜头倒车影像一体机,308.00 - 418.00,CCC证书编号:?产品名称:?Weigav/为佳 T69主镜头光圈:?F2.0品牌:?Weigav/为佳型号:?T69套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五安装类型:?中控式影像分辨率:?1080p拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?3G镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?7英寸功能:?夜视加强 夜视补光 循环录像 微光夜视加强 画面畸形修正 移动侦测 倒车影像 停车监控 碰撞感应 车牌水印 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=570931994258
25,572186286047,宝马行车记录仪专用1系3系5系7系X1X3X4X5X6双镜头高清夜视全景,1680.00,CCC证书编号:?主镜头光圈:?F1.8品牌:?麦虫型号:?专车专用套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七安装类型:?专车专用影像分辨率:?1080p拍照像素:?1200万摄像像素:?213万画面视角:?156°运行内存:?2GB镜头数量:?单镜头颜色分类:?宝马原厂专用屏幕尺寸:?不带屏幕功能:?夜视加强 循环录像 微光夜视加强 画面畸形修正 移动侦测 WIFI 停车监控 短视频分享 碰撞感应 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=572186286047
26,574031720012,红外夜视大小客货车行车记录仪12v24v伏高清双镜头倒车影像一体机,716.00 - 936.00,主镜头光圈:?F1.8品牌:?Weigav/为佳型号:?U2套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五安装类型:?中控式影像分辨率:?1080p拍照像素:?1200万摄像像素:?500万画面视角:?170°运行内存:?1GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?7英寸功能:?夜视加强 夜视补光 循环录像 微光夜视加强 画面畸形修正 移动侦测 停车监控 碰撞感应 前后双镜头,https://item.taobao.com/item.htm?id=574031720012
27,570278098531,360行车记录仪g300/G300P 电子狗测速 24小时停车监控 高清夜视,618.00 - 998.00,产品名称:?360 G300主镜头光圈:?F2.2品牌:?360型号:?G300套餐:?官方标配 套餐一 套餐二 套餐三安装类型:?迷你机影像分辨率:?1080p拍照像素:?200万摄像像素:?200万画面视角:?140°运行内存:?无镜头数量:?单镜头颜色分类:?G300 G300P屏幕尺寸:?2.0英寸功能:?循环录像 GPS定位 WIFI 停车监控 固定测速 疲劳驾驶提醒,https://item.taobao.com/item.htm?id=570278098531
28,552974925110,1080P汽车行车记录仪后视镜 车载单镜头保险礼品车行礼品厂家直销,39.00 - 72.00,主镜头光圈:?F2.0品牌:?中性型号:?W600套餐:?官方标配安装类型:?后视镜影像分辨率:?1080p拍照像素:?500万摄像像素:?300万画面视角:?100°运行内存:?无镜头数量:?单镜头颜色分类:?1台起发货 10台起发货 50台起发货 机器+内存卡8G 100台起发货屏幕尺寸:?2.4英寸功能:?循环录像,https://item.taobao.com/item.htm?id=552974925110
29,565424003990,道可视360全景行车记录仪高清夜视360度全景泊车倒车影像系统,3599.00 - 6000.00,CCC证书编号:?主镜头光圈:?F2.0品牌:?DowCause/道可视型号:?3D夜视王套餐:?官方标配安装类型:?中控式影像分辨率:?1080p拍照像素:?800万摄像像素:?800万画面视角:?360°运行内存:?2GB镜头数量:?多镜头颜色分类:?高清畅享版【720P 不带轨迹】 超清畅享版【1080P 不带轨迹 】 超清尊享【1080P 带轨迹 带3D】 夜视王【1080P 带3D 带轨迹】 夜视王+中控导航大屏屏幕尺寸:?不带屏幕功能:?夜视加强 夜视补光 循环录像 微光夜视加强 移动侦测 倒车影像 停车监控 碰撞感应,https://item.taobao.com/item.htm?id=565424003990
30,567860485024,道可视360度全景行车记录仪高清夜视无死角倒车影像停车泊车系统,1000.00 - 5199.00,CCC证书编号:?主镜头光圈:?F2.0品牌:?DowCause/道可视型号:?3D夜视王套餐:?官方标配安装类型:?中控式影像分辨率:?1080p拍照像素:?800万摄像像素:?800万画面视角:?360°运行内存:?2GB镜头数量:?多镜头颜色分类:?高清畅享版720P 超清畅享版1080p 超清尊享版1080p3D带轨迹 夜视王1080p3D带轨迹 夜视王+中控导航屏 解码器屏幕尺寸:?不带屏幕功能:?夜视加强 循环录像 倒车影像 停车监控 变道辅助 碰撞感应 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=567860485024
31,568618678744,70迈智能行车记录仪1080P高清夜视 语音控制 wifi连接 小米生态链,189.00 - 269.00,产品名称:?70迈 Midrive D01主镜头光圈:?F2.2品牌:?70迈型号:?Midrive D01套餐:?官方标配 套餐一 套餐二 套餐三 套餐四安装类型:?迷你机影像分辨率:?1080p拍照像素:?200万摄像像素:?200万画面视角:?130°运行内存:?无镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?循环录像 微光夜视加强 画面畸形修正 WIFI 碰撞感应,https://item.taobao.com/item.htm?id=568618678744
32,574098966574,新款汽车行车记录仪双镜头高清夜视智能云镜10寸安卓流媒体后视镜,1198.00 - 1998.00,"CCC证书编号:?主镜头光圈:?F2.0品牌:?卡仕特型号:?H5套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?16GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?9.88英寸功能:?夜视加强 夜视补光 循环录像 微光夜视加强 画面畸形修正 移动侦测 GPS定位 GPS导航 WIFI 停车监控 前车起步提醒 前车车距侦测 变道辅助 固定测速 流动测速 疲劳驾驶提醒 蓝牙 行人防撞预警 轨道偏移预警 限速标志提醒 手势感应拍照 消除错误码 车牌水印 前后录像 前后双镜头 智能声控,微信接人,FM发射",https://item.taobao.com/item.htm?id=574098966574
33,573673597075,道可视360度全景行车记录仪超高清夜视王1080P倒车影像监控轨迹,300.00 - 5199.00,主镜头光圈:?F2.0品牌:?DowCause/道可视型号:?夜视王套餐:?官方标配安装类型:?中控式影像分辨率:?1080p拍照像素:?800万摄像像素:?800万画面视角:?220°运行内存:?2GB镜头数量:?多镜头颜色分类:?协议盒 高清畅享【720P】 超清畅享【1080P】 夜视王【1080P 轨迹 3D 索尼】 夜视王解码一体[内置或外置] 安装定金（下单咨询客服）屏幕尺寸:?不带屏幕功能:?夜视加强 夜视补光 循环录像 倒车影像 停车监控 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=573673597075
34,520577301903,新录尚 汽车载后视镜行车记录仪 k6000高清夜视 监控保险车险礼品,31.00 - 77.00,CCC证书编号:?主镜头光圈:?F1.4品牌:?科技鸟型号:?AT700套餐:?官方标配安装类型:?后视镜影像分辨率:?1080p拍照像素:?500万摄像像素:?500万画面视角:?120°运行内存:?无镜头数量:?单镜头颜色分类:?2.6寸5-30台 33元/台 包邮 2.6寸31-99台 32/台 包邮 2.6寸100台以上 31元/台 包邮 3.6寸5-10台 39.9元/台 包邮 3.6寸11-30台  39元/台 包邮 3.6寸31台以上 38元/台 包邮 4.0寸单录5-10台 45元/台 包邮 4.0寸单11-30台 43.9元/台 包邮 4.0寸单录31台以上 43元/台 包邮 4.3寸单录5-10台 67元/台 包邮 4.3寸单录11-50台 66元/台 包邮 4.3寸单录51台以上 65元/台 包邮 4.3寸双录5-10台 77元/台 包邮 4.3寸双录11-50台 76元/台 包邮 4.3寸双录51台以上 75元/台 包邮屏幕尺寸:?4.0英寸功能:?循环录像 碰撞感应,https://item.taobao.com/item.htm?id=520577301903
35,568023760760,高清1080P汽车行车记录仪后视镜 车载夜视一体机 保险车险礼品,44.00 - 89.00,主镜头光圈:?F2.0品牌:?中性型号:?8898套餐:?套餐一 套餐二 套餐三 套餐四安装类型:?后视镜影像分辨率:?1080p拍照像素:?1600万摄像像素:?1200万画面视角:?170°运行内存:?2GB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?3.5英寸功能:?循环录像 移动侦测 前车车距侦测 流动测速 碰撞感应 行人防撞预警,https://item.taobao.com/item.htm?id=568023760760
36,569668895195,新款汽车行车记录仪超高清夜视广角1080P车载单双镜头停车监控,316.00 - 510.00,主镜头光圈:?F2.0品牌:?AOKaTB型号:?AOKA套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五安装类型:?便携式吸盘影像分辨率:?1080p拍照像素:?1600万摄像像素:?1200万画面视角:?170°运行内存:?4GB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?3.0英寸功能:?夜视加强 夜视补光 循环录像 微光夜视加强 移动侦测 停车监控 碰撞感应,https://item.taobao.com/item.htm?id=569668895195
37,573900496208,新款汽车行车记录仪双镜头高清夜视全景无线车载测速电子狗一体机,78.00 - 250.00,CCC证书编号:?主镜头光圈:?F2.0品牌:?鹏之浩型号:?Y806套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七安装类型:?后视镜影像分辨率:?1080p拍照像素:?1800万及以上摄像像素:?500万画面视角:?170°运行内存:?无镜头数量:?双镜头颜色分类:?黑色 蓝色屏幕尺寸:?4.3英寸功能:?循环录像 移动侦测 倒车影像 停车监控 固定测速 前后录像,https://item.taobao.com/item.htm?id=573900496208
38,567060085175,前后双录新款汽车行车记录仪双镜头高清夜视24小时监控全景1200万,436.00 - 676.00,主镜头光圈:?F2.0品牌:?中性套餐:?官方标配安装类型:?便携式吸盘影像分辨率:?1296P拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?单镜头无卡 单镜头+16G内存卡 单镜头+32G内存卡 双镜头无卡 双镜头+16G内存卡 双镜头+32G内存卡屏幕尺寸:?4.0英寸功能:?移动侦测 画面畸形修正 微光夜视加强 循环录像 夜视补光 夜视加强 停车监控 倒车影像 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=567060085175
39,573807070468,大众帕萨特朗逸速腾迈腾凌渡途观行车记录仪专用高清夜视隐藏式,456.00 - 1596.00,产品名称:?FEMONDA M1主镜头光圈:?F2.0品牌:?FEMONDA型号:?M1套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五安装类型:?专车专用影像分辨率:?1080p拍照像素:?1200万摄像像素:?500万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?夜视加强 夜视补光 循环录像 微信查车，智能声控，微信接人，违章查询，FM发射， 微光夜视加强 移动侦测 GPS定位 WIFI 停车监控 固定测速 流动测速 碰撞感应 前后录像 前后双镜头,https://item.taobao.com/item.htm?id=573807070468
40,526400380821,大众途昂迈腾B8途观L速腾帕萨特CC探歌隐藏式行车记录仪原厂专用,488.00 - 778.00,CCC证书编号:?产品名称:?FiTCAM/智看 HD2主镜头光圈:?F1.6品牌:?FiTCAM/智看型号:?HD2套餐:?官方标配 套餐一 套餐二安装类型:?专车专用影像分辨率:?1080p拍照像素:?1200万摄像像素:?200万画面视角:?170°运行内存:?2GB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?夜视加强 循环录像 WIFI 停车监控 短视频分享 碰撞感应 前后录像,https://item.taobao.com/item.htm?id=526400380821
