刘***和,taobao,572940460076,2018年08月06日 09:45,1,"评价方未及时做出评价,系统默认好评!",,,,https://item.taobao.com/item.htm?id=572940460076
t***5,taobao,567334843228,2018年08月02日 09:26,1,这个晚上夜视效果，很满意，看起来就挺爽，之前买了好几台USB记录仪都不满意，终于买到满意的，谢谢店家耐心指导安装。,,,,https://item.taobao.com/item.htm?id=567334843228
f***s,taobao,567334843228,2018年07月31日 19:16,1,做工精细，是正品，还送了读卡器，方便。我将后摄像头改装作前右盲区观察用，中控屏观察，效果没说的，USB傻瓜连接，安装一点都不复杂。跟客服交流是种享受，有问必答，响应及时。,,,,https://item.taobao.com/item.htm?id=567334843228
陪***l,taobao,567334843228,2018年08月04日 17:07,1,记录仪收到几天了，还不错，接线隐蔽，一键安装，只是有个小小的不满意，刚安装时开机能自启，这几天开机不能自启了，要去中控上面开启，不知什么原因，总休还可以，录像清晰，好评吧,,,,https://item.taobao.com/item.htm?id=567334843228
t***5,taobao,567334843228,2018年08月02日 20:45,1,安装好了，图像清晰。画面稳定，非常方便！价格实惠，比实体店便宜很多！值得推荐！,,,,https://item.taobao.com/item.htm?id=567334843228
t***0,taobao,567334843228,2018年08月04日 12:37,1,挺高清的，自带电子狗太好用了，可以预防很多不必要的错误,,,,https://item.taobao.com/item.htm?id=567334843228
t***3,taobao,567334843228,2018年08月01日 22:56,1,记录仪到货，不错还可以后台运行，画面清晰度也可以，这个价钱还是很划算，物流很快,,,,https://item.taobao.com/item.htm?id=567334843228
d***8,taobao,567334843228,2018年07月31日 19:13,1,不错，客服指导安装容易，画面也很清晰,,,,https://item.taobao.com/item.htm?id=567334843228
正***。,taobao,567334843228,2018年07月31日 21:51,1,画面清晰，功能多，安装也很方便，装上立马感觉不一样了,,,,https://item.taobao.com/item.htm?id=567334843228
文***0,taobao,567334843228,2018年07月30日 15:58,1,收到了它装上，安装非常简单，图像很清晰，特别在夜间图像连前面车号都录上，非常方便！,,,,https://item.taobao.com/item.htm?id=567334843228
z***8,taobao,567334843228,2018年08月02日 16:36,1,完美适配安卓8.0系统，前摄像头清晰，后摄像头略差。总体物美价廉，值得购买。五星好评,,,,https://item.taobao.com/item.htm?id=567334843228
大***贺,taobao,567334843228,2018年07月30日 09:15,1,图像还是挺清晰的，晚上倒车看后面也很清楚，挺不错,,,,https://item.taobao.com/item.htm?id=567334843228
t***5,taobao,567334843228,2018年08月04日 09:51,1,我不懂这个，老公说用着挺好，刚安上了，他说很实用，他说好就是好,,,,https://item.taobao.com/item.htm?id=567334843228
d***d,taobao,567334843228,2018年07月31日 08:51,1,画质挺清晰，功能比我想象的要强哦，物流也挺给力，包装很精致哦，服务态度也好,,,,https://item.taobao.com/item.htm?id=567334843228
华***角,taobao,567334843228,2018年07月30日 09:16,1,试用过了，图像比我之前买那个清晰多了,,,,https://item.taobao.com/item.htm?id=567334843228
y***g,taobao,567334843228,2018年08月02日 12:35,1,记录仪拍摄的很清晰，精准度百分百太棒了,,,,https://item.taobao.com/item.htm?id=567334843228
我***8,taobao,567334843228,2018年08月02日 19:20,1,很漂亮的一款导航仪，和车的颜色很配，也很好用。,,,,https://item.taobao.com/item.htm?id=567334843228
孙***6,taobao,567334843228,2018年07月30日 18:33,1,检查了没有破损，晚上装来看看，看起来还不错,,,,https://item.taobao.com/item.htm?id=567334843228
小***下,taobao,567334843228,2018年08月03日 09:06,1,东西很好，买回来试了一下，还挺方便的，推荐购买。,,,,https://item.taobao.com/item.htm?id=567334843228
儡***决,taobao,567334843228,2018年07月31日 20:58,1,画面清晰，记录清晰，不用再担心有人碰车找不着人了，,,,,https://item.taobao.com/item.htm?id=567334843228
瑶***1,taobao,567334843228,2018年08月03日 13:50,1,朋友介绍我试一下的，他用着挺好。,,,,https://item.taobao.com/item.htm?id=567334843228
开***刻,taobao,571431937804,2018年07月25日 06:56,1,非常好的一款云镜，视频清晰，反应迅速，每个功能都很实用，超值！安装师傅也很负责，走线时非常细致，安装完美。,,,,https://item.taobao.com/item.htm?id=571431937804
0***y,taobao,571431937804,2018年07月11日 08:39,1,发货很快，导航清淅，带语音播报功能很实用,,,,https://item.taobao.com/item.htm?id=571431937804
w***人,taobao,571431937804,2018年07月14日 09:17,1,超清的。画面很清晰。多功能的。售后服务好。,,,,https://item.taobao.com/item.htm?id=571431937804
g***5,taobao,571431937804,2018年07月10日 23:32,1,很清楚，视野很宽，这个价格买的很划算,,,,https://item.taobao.com/item.htm?id=571431937804
美***8,taobao,571431937804,2018年07月16日 11:33,1,宝贝已经收到了，质量不错，使用方便，满意！,,,,https://item.taobao.com/item.htm?id=571431937804
q***心,taobao,571431937804,2018年07月17日 16:02,1,收到货了，质量很不错的，好评一个吧。,,,,https://item.taobao.com/item.htm?id=571431937804
冯***1,taobao,571431937804,2018年07月16日 22:47,1,好用，图案清晰，非常满意,,,,https://item.taobao.com/item.htm?id=571431937804
a***1,taobao,571431937804,2018年07月10日 09:23,1,清晰度很高，不错,,,,https://item.taobao.com/item.htm?id=571431937804
a***连,taobao,571431937804,2018年07月14日 07:29,1,后视镜收到了，质量好，商家态度很好，推荐这款蛮喜欢的，好评,,,,https://item.taobao.com/item.htm?id=571431937804
筱***9,taobao,571431937804,2018年07月17日 01:04,1,很好，好安装，质量不错,,,,https://item.taobao.com/item.htm?id=571431937804
t***5,taobao,571431937804,2018年07月10日 15:58,1,非常好用，很喜欢，非常满意。,,,,https://item.taobao.com/item.htm?id=571431937804
z***q,taobao,571431937804,2018年07月09日 10:10,1,物流快，用着还不错，客服耐心的解答我的问题,,,,https://item.taobao.com/item.htm?id=571431937804
y***0,taobao,571431937804,2018年06月19日 23:14,1,帮哥哥代购的，老哥说，是他想买的那款！比4S店一样！而且更加优惠！导航清晰。。最后把老哥手机号给了客服！听老哥说。。。老板很好。。。教他怎么安装试用。。。。,,,,https://item.taobao.com/item.htm?id=571431937804
f***3,taobao,571431937804,2018年06月24日 20:25,1,物流发货非常快，质量不错，已经安装好了，语音播报非常清晰，很满意,,,,https://item.taobao.com/item.htm?id=571431937804
w***7,taobao,571431937804,2018年06月20日 14:38,1,宝贝收到了，如商家说的一样，安装在车上很实用，下次还会再来光顾的,,,,https://item.taobao.com/item.htm?id=571431937804
唯***1,taobao,571431937804,2018年07月02日 04:56,1,"宝贝质量很好,很准确,也不卡机,值得推荐给车友!!发货速度也快,卖家服务很好,也很热情!五星好评!!",,,,https://item.taobao.com/item.htm?id=571431937804
李***0,taobao,571431937804,2018年06月25日 21:10,1,非常满意，质量很好，图片很清晰。,,,,https://item.taobao.com/item.htm?id=571431937804
紫***i,taobao,571431937804,2018年06月16日 13:43,1,用起来方便，速度也快不卡机,,,,https://item.taobao.com/item.htm?id=571431937804
花***2,taobao,571431937804,2018年07月15日 07:59,1,"宝贝收到了，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物，推荐大家需要的赶紧下单吧哈哈哈真是物美价廉物美价廉",,,,https://item.taobao.com/item.htm?id=571431937804
1***3,taobao,567927751814,2018年08月02日 18:16,1,老板，态度很好，换了三款产品了，这款是最满意的，效果好赞,,,,https://item.taobao.com/item.htm?id=567927751814
小***迹,taobao,567927751814,2018年07月30日 18:18,1,nice,,,,https://item.taobao.com/item.htm?id=567927751814
t***b,taobao,567927751814,2018年07月19日 15:33,1,这个行车记录仪真的太棒了啊  白天效果好到没话说  晚上的效果等到晚上再上传追评  而且还带电子狗和ADAS  尤其要说的是卖家的服务和态度   好到没话说  第一次见到这么耐心认真解答的卖家  就这老板的服务和态度   以后想不发家都难  成大事者不拘小节且耐心认真   祝老板以后事业有成  飞黄腾达,这款记录仪晚上的效果虽然不是很理想  毕竟一分钱一分货  这个价格不可跟2000多价格的相比  但夜视效果已经是非常的不错了  我直接上图吧  我的车从头到尾没开车灯  只有最下面的日间行车灯亮着  大家自己看吧   这个效果真的是非常不错了,,0.0,https://item.taobao.com/item.htm?id=567927751814
m***9,taobao,567927751814,2018年05月27日 18:16,1,买的时候抱着试试的态度，没想到效果相当好。自己安装好了在路上试了一下，比我之前买的好。,,,,https://item.taobao.com/item.htm?id=567927751814
g***0,taobao,567927751814,2018年07月12日 21:25,1,发货快，用了两天，效果很不错，比想像中好,,,,https://item.taobao.com/item.htm?id=567927751814
小***迹,taobao,567927751814,2018年07月14日 17:50,1,nice╰??╯╰??╯╰??╯,,,,https://item.taobao.com/item.htm?id=567927751814
弯***儿,taobao,567927751814,2018年06月30日 06:16,1,目前用着超好清晰度很好,,,,https://item.taobao.com/item.htm?id=567927751814
t***5,taobao,567927751814,2018年05月27日 19:56,1,客服服务态度特别好。记录仪清晰。,,,,https://item.taobao.com/item.htm?id=567927751814
z***d,taobao,567927751814,2018年06月08日 22:08,1,不错的监控，晚上更清楚，商家很耐心,,,,https://item.taobao.com/item.htm?id=567927751814
q***4,taobao,567927751814,2018年04月22日 16:33,1,店家服务态度太好了，自己安好了，非常满意,,,,https://item.taobao.com/item.htm?id=567927751814
t***3,taobao,567927751814,2018年08月05日 18:41,1,"评价方未及时做出评价,系统默认好评!",,,,https://item.taobao.com/item.htm?id=567927751814
a***f,taobao,561105002109,2018年06月30日 17:27,1,非常好高清,,,,https://item.taobao.com/item.htm?id=561105002109
芭***醉,taobao,561105002109,2018年06月22日 13:43,1,安装上了，很清晰，不错，不错。性价比高。推荐给大家。,用了一段时间，很好，推荐给朋友了。,,14.0,https://item.taobao.com/item.htm?id=561105002109
s***2,taobao,561105002109,2018年05月09日 18:27,1,功能强大，性价比高，值得拥有！效果看视频,,,,https://item.taobao.com/item.htm?id=561105002109
w***5,taobao,561105002109,2018年06月27日 09:57,1,第二次买了，很好,,,,https://item.taobao.com/item.htm?id=561105002109
琪***2,taobao,561105002109,2018年05月05日 09:40,1,宝贝收到了，挺好的，满意，,,,,https://item.taobao.com/item.htm?id=561105002109
y***1,taobao,561105002109,2018年06月08日 10:05,1,好！2米内可以看清车牌号码。,,,,https://item.taobao.com/item.htm?id=561105002109
c***1,taobao,561105002109,2018年05月28日 06:58,1,挺好的，说的功能都有，下次需要还会再来，,,,,https://item.taobao.com/item.htm?id=561105002109
m***8,taobao,561105002109,2018年06月12日 15:25,1,不錯,,,,https://item.taobao.com/item.htm?id=561105002109
z***9,taobao,561105002109,2018年05月30日 15:59,1,不错     有问题客服解答的很快,,,,https://item.taobao.com/item.htm?id=561105002109
w***0,taobao,561105002109,2018年05月16日 17:22,1,很清晰，接导航很好用，之前是4s店送的，，装上去变得高大上了，很好用。大爱。,,,,https://item.taobao.com/item.htm?id=561105002109
低***2,taobao,561105002109,2018年05月06日 12:30,1,很好，功能齐全，价格实惠！,,,,https://item.taobao.com/item.htm?id=561105002109
t***2,taobao,561105002109,2018年05月20日 20:20,1,宝贝收到了非常满意也很好用的非常好的感谢老板的非常满意给个好评,非常满意货很好的,,0.0,https://item.taobao.com/item.htm?id=561105002109
w***l,taobao,561105002109,2018年05月15日 10:36,1,很不错的一款行车记录仪，价格也实惠。,,,,https://item.taobao.com/item.htm?id=561105002109
柯***d,taobao,561105002109,2018年05月14日 10:04,1,慢慢用着看,,,,https://item.taobao.com/item.htm?id=561105002109
z***m,taobao,561105002109,2018年04月28日 05:51,1,东西收到安装上了  清晰度很高 晚上效果也可以  店家服务也很好  我已试用了很久 才来评论的  赞??????,,,,https://item.taobao.com/item.htm?id=561105002109
t***9,taobao,561105002109,2018年04月28日 12:37,1,宝贝刚收到，第二次买了，第一次很好用，给朋友买的，晚上装了后，再看，快递和掌柜真给力。,,,,https://item.taobao.com/item.htm?id=561105002109
l***4,taobao,561105002109,2018年05月17日 04:45,1,用了几天体验满意。给5分好评。店家服务好，指导安装使用讲的明白。,,,,https://item.taobao.com/item.htm?id=561105002109
t***1,taobao,561105002109,2018年05月10日 06:49,1,实惠又实用，老板细心，安装简便，放心购买,,,,https://item.taobao.com/item.htm?id=561105002109
w***9,taobao,561105002109,2018年05月17日 18:58,1,很清晰，功能很好,,,,https://item.taobao.com/item.htm?id=561105002109
范***f,taobao,561105002109,2018年05月31日 18:57,-1,垃圾不知道说什么好,,,,https://item.taobao.com/item.htm?id=561105002109
十***了,taobao,564445275974,,-2,15天内买家未作出评价,这个是怎么回事？,,134.0,https://item.taobao.com/item.htm?id=564445275974
g***8,taobao,564445275974,,-2,15天内买家未作出评价,我以前用了好几款记录仪不如这款的功能还多还不卡好用，就是没带红外线的夜晚没灯光补助看不到任何东西有望升级。老板售后服务很好??我不懂的地方她一一都给我说了。这样的老板很好??。,,22.0,https://item.taobao.com/item.htm?id=564445275974
m***9,taobao,564445275974,,-2,15天内买家未作出评价,用了一段才来评价的！这个行车记录仪真的不错，比我想象中的还强。反应速度非常快，屏幕也够清晰。客服态度也很好，不懂得问她都能很快给你解决，总之很愉快的一次购物！,,41.0,https://item.taobao.com/item.htm?id=564445275974
t***0,taobao,564445275974,2018年06月11日 17:15,1,我是第二次买了，这次是给别人买的，收到就自己安装上了，宝贝很好用的，值得拥有??????,,,,https://item.taobao.com/item.htm?id=564445275974
z***1,taobao,564445275974,2018年05月30日 16:47,1,此用户没有填写评价。,用了几天才来评价的！这个行车记录仪真的不错，比我想象中的还强。反应速度非常快，屏幕也够清晰。 客服态度也很好，不懂得问她都能很快给你解决，总之很愉快的一次购物！,,2.0,https://item.taobao.com/item.htm?id=564445275974
戒***8,taobao,564445275974,2018年05月03日 16:44,1,记录仪今天早上到货，中午抽二十分钟安装完毕，不比不知道，我之前用的记录仪图像都是失真的(有上图对比)，记录仪和卖家描述一致，非常好！语音操作是个大亮点，至于有评论说不能安装应用，这个问题我没有也不需要验证(记录仪的主要作用就是取证)，还有高德地图很好用(比原车的凯立德好太多，更新又慢，还得花钱更新)，车车助手设计完美(随时随地想看就看)，激活很简单的，大家不要怕麻烦，强力推荐购买(最好是买带卡的套餐，32G高速卡在实体店你花70块是不可能买到的)。**，差点让那几条评论害我损失好货。,昨晚体验一下，记录仪真的很理性，一上路电子狗就会播报哪有摄像头，再也不怕一不小心了，夜间摄像效果还是很好的，因为我后镜头是装车内，又是下雨状态，拍摄时刚起步(没有对焦拍摄，车内也有雾)，所以画面效果不好，但是，请你相信我(我不会为了一点点的返现去拍几张照片，更不可能写这么多的评论)，完全是想把好的东西分享给大家(不要受那几条差评影响，现在二和差评师都很多)。这款记录仪＝行车记录+电子狗+导航+防盗器(主要是避免被剐蹭，可远程监控、抓拍、查位置)，如果你还怀疑，你可抱着试试看的态度(几百块也不贵，某品牌具备这些功能的要一千三百多)，别光看追评，记得看上面的评论，上面有推荐购买的套餐(要是你自己不会安装，还是拍包安装吧),,1.0,https://item.taobao.com/item.htm?id=564445275974
s***1,taobao,564445275974,2018年06月24日 13:56,1,记录仪收到了，用了几天感觉不错，功能全屏幕大，还配了2G的内存卡。性价比很高。造型新颖，清晰度高。店家发货快服务周到。快递送货精准迅速。好评,,,,https://item.taobao.com/item.htm?id=564445275974
x***s,taobao,564445275974,,-2,15天内买家未作出评价,客服回答问题十分及时且专业，售后服务一级棒，产品使用这段时间，系统稳定，不卡顿，很是实用！,,63.0,https://item.taobao.com/item.htm?id=564445275974
m***舞,taobao,564445275974,2018年05月28日 15:25,1,跟描述的相符，语音响应很迅速。链接后运行一会，GPS信号加强器连接那里会很热。送的橡胶皮筋有点短，可能是均码的原因。我的倒视镜有些大，套上很费劲，真怕拉断了。另外，语音激活的条件，你好，小明。太土了。其实谐音也可以的。你好，小秘，小米，小姑娘，蔡明，妖妖灵，这些也可以的。只要发音正确，响应跟喊小明效果一样。有些功能如打开前后摄像头不用喊你好小明也能切换。大家可以继续开发好玩的名字共享哦⊙&forall;⊙！,,,,https://item.taobao.com/item.htm?id=564445275974
t***7,taobao,564445275974,2018年06月23日 05:48,1,第二次购买了，给外甥买的，已经安装好了，感觉挺好的，还会介绍朋友买的，好评,,,,https://item.taobao.com/item.htm?id=564445275974
w***4,taobao,564445275974,2018年06月20日 18:39,1,很满意的一次购物，功能实在太多了。以后有朋友要买，绝对介绍这家店主。,,,,https://item.taobao.com/item.htm?id=564445275974
m***7,taobao,564445275974,2018年05月02日 17:42,1,很不错的宝贝！用了几天很好！价格实惠，产品很好，语音功能大赞，反应很快！在用用看吧！好评,,,,https://item.taobao.com/item.htm?id=564445275974
h***5,taobao,564445275974,2018年05月29日 06:52,1,还可以哦，不漏秒是最重要的，自己安装很费时间，搞了几个小时才搞好后置摄像头。整体录的比较清晰。但是模记录仪后面很烫，担心时间久了怕坏，别的一切都很好，声控很灵敏。功能比较多，在一一摸索中，过段时间再来追评。,,,,https://item.taobao.com/item.htm?id=564445275974
5***白,taobao,564445275974,2018年05月08日 09:36,1,好评，语音操作解放了双手，人机互动很愉快！！！,,,,https://item.taobao.com/item.htm?id=564445275974
山***生,taobao,564445275974,,-2,15天内买家未作出评价,用了一段时间了，还真不错！绝对高科技产品，良心之作！！！??????,,53.0,https://item.taobao.com/item.htm?id=564445275974
陈***r,taobao,564445275974,2018年07月04日 06:04,1,宝贝非常好，和描述完全一样，客服态度很好售后非常到位，会推荐购买的。,,,,https://item.taobao.com/item.htm?id=564445275974
t***生,taobao,564445275974,2018年05月11日 17:05,1,此用户没有填写评价。,用了2个月，效果不错，售后服务很好,,42.0,https://item.taobao.com/item.htm?id=564445275974
t***9,taobao,564445275974,2018年05月30日 20:21,1,这款三合一的记录仪和导航功能还有电子狗??，很灵敏，记录仪很清晰，自己动手安装的，小明很给力非常灵敏，比我朋友一两千的还要好，必须好评！,,,,https://item.taobao.com/item.htm?id=564445275974
f***l,taobao,564445275974,,-2,15天内买家未作出评价,帮买的，据说不错。,,22.0,https://item.taobao.com/item.htm?id=564445275974
g***q,taobao,564445275974,,-2,15天内买家未作出评价,整体外观大气，电子狗比较准确，摄像清晰，黑屏后视清晰，推荐购买!,,31.0,https://item.taobao.com/item.htm?id=564445275974
w***2,taobao,554381472455,2018年07月07日 09:36,1,记录仪很清晰不错功能多！,,,,https://item.taobao.com/item.htm?id=554381472455
江***5,taobao,554381472455,2018年04月19日 11:50,1,"评价方未及时做出评价,系统默认好评!",除了移动录像时间不精准之外都是很好的，已经反应过说是app更新程序包有问题，后续会纠正的，过了很久了希望能早点更新程序,,87.0,https://item.taobao.com/item.htm?id=554381472455
千***h,taobao,554381472455,2018年06月24日 09:34,1,此用户没有填写评价。,"质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实， 物流公司 服务态度很好，运送速度很快，很满意的一次购物",,0.0,https://item.taobao.com/item.htm?id=554381472455
